0.29052,3.8155E+10,
0.31371,3.7933E+10,
0.34475,3.7202E+10,
0.37579,3.6614E+10,
0.419,3.5310E+10,
0.47893,3.3396E+10,
0.53873,3.1364E+10,
0.58751,2.9322E+10,
0.64072,2.7118E+10,
0.67404,2.5694E+10,
0.72067,2.3458E+10,
0.75615,2.1426E+10,
0.80049,1.8927E+10,
0.8461,1.6702E+10,
0.90933,1.3775E+10,
0.96925,1.0751E+10,
1.01702,8.3359E+09,
1.07594,5.9020E+09,
1.14144,3074750000,
1.20479,1212830000,
